Record_ID,Post_ID,Controle_Date,Parameter,Unit,Value,Flag_Code,Severity,Reason,Previous_Value,Next_Value,Post_Name,Riverbas_Name,Source_ID,Source_Sheet,Auxiliary,Publication_Decision,Verification_Status,Official_Portal_Raw_Status,Official_Portal_Raw_Value,Official_Resource_ID,Official_Revision_ID
SWM_27231_20070521,27231,2007-05-21,Nitrit,mg/dm3,9.95,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Дністер, 550 км, с. Цикинівка, Ямпільський р-н, Вінницької обл. кордон з Молдовою, лівий берег, після скиду з очисних споруд м. Сороки (Молдова)",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27263_20070521,27263,2007-05-21,Nitrat,mg/dm3,151.2,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (106.16) and is >10x global median where median >0. Screening flag only.,,,"р. Окни, 28 км, с. Лабушне, кордон з Молдовою",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27353_20070522,27353,2007-05-22,Nitrit,mg/dm3,19.8,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Хаджидер, 10,1 км, с. Сергіївка",Річки Причорномор'я,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27356_20070522,27356,2007-05-22,Sulfat,mg/dm3,3957.6,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (3492.32) and is >10x global median where median >0. Screening flag only.,,,"р. Алкалія, 7 км, с. Широке",Річки Причорномор'я,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27356_20070522,27356,2007-05-22,Hlorid,mg/dm3,7222.96,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (6859.39) and is >10x global median where median >0. Screening flag only.,,,"р. Алкалія, 7 км, с. Широке",Річки Причорномор'я,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27231_20070627,27231,2007-06-27,Nitrit,mg/dm3,8.75,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Дністер, 550 км, с. Цикинівка, Ямпільський р-н, Вінницької обл. кордон з Молдовою, лівий берег, після скиду з очисних споруд м. Сороки (Молдова)",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27323_20070814,27323,2007-08-14,Sulfat,mg/dm3,3886.6,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (3492.32) and is >10x global median where median >0. Screening flag only.,,,"р. Єніка, 0,1 км, с. Першотравневе, 0,1 км, гирло,",Дунай,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27323_20070814,27323,2007-08-14,Hlorid,mg/dm3,8358.8,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (6859.39) and is >10x global median where median >0. Screening flag only.,,,"р. Єніка, 0,1 км, с. Першотравневе, 0,1 км, гирло,",Дунай,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27166_20070820,27166,2007-08-20,SPAR,mg/dm3,0.91,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (0.90093) and is >10x global median where median >0. Screening flag only.,,,"р. Інгул, 100 км, с. Привільне, Інгульська ЗС",Південний Буг,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27224_20070827,27224,2007-08-27,Nitrit,mg/dm3,8.64,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Дністер, 826 км, м. Хотин, в/з, лівий берег, 600 м вище мосту дороги Чернівці-Камян.-Под.",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27314_20070828,27314,2007-08-28,Zavisli,mg/dm3,469.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (467.01) and is >10x global median where median >0. Screening flag only.,,,"оз. Кагул, 0 км, ГНС Нагірне",Дунай,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_26995_20070905,26995,2007-09-05,Fosfat,mg/dm3,34.4,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (10.8546) and is >10x global median where median >0. Screening flag only.,,,"р. Івотка, 41 км, м. Ямпіль, вище міста,гідротехн.спор.",Дніпро,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27222_20070912,27222,2007-09-12,Nitrit,mg/dm3,10.8,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Дністер, 936 км, м. Заліщики, в/з, прав. берег, 50 м нижче мосту через річку по дорозі Чернівці - Тернопіль",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27223_20070912,27223,2007-09-12,Nitrit,mg/dm3,10.24,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Дністер, 900 км, с. Митків, правий берег, 200 м вище станції першого підйому в/з м. Чернівці",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27225_20070920,27225,2007-09-20,Nitrit,mg/dm3,127.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Дністер, 783 км, м. Кам'янець-Подільський, Дністровське вдсх., питний водозабір міста",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27223_20070927,27223,2007-09-27,Nitrit,mg/dm3,9.2,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Дністер, 900 км, с. Митків, правий берег, 200 м вище станції першого підйому в/з м. Чернівці",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27231_20071011,27231,2007-10-11,Nitrit,mg/dm3,13.1,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Дністер, 550 км, с. Цикинівка, Ямпільський р-н, Вінницької обл. кордон з Молдовою, лівий берег, після скиду з очисних споруд м. Сороки (Молдова)",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27002_20071016,27002,2007-10-16,Fosfat,mg/dm3,33.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (10.8546) and is >10x global median where median >0. Screening flag only.,,,"р. Сейм, 42 км, м. Батурин, Бахмацького р-ну",Дніпро,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27225_20071018,27225,2007-10-18,Nitrit,mg/dm3,8.16,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Дністер, 783 км, м. Кам'янець-Подільський, Дністровське вдсх., питний водозабір міста",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27318_20071023,27318,2007-10-23,Zavisli,mg/dm3,648.5,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (467.01) and is >10x global median where median >0. Screening flag only.,,,"р. Карасулак, 3,3 км, с. Криничне",Дунай,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27225_20071128,27225,2007-11-28,Nitrit,mg/dm3,9.2,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Дністер, 783 км, м. Кам'янець-Подільський, Дністровське вдсх., питний водозабір міста",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27231_20071211,27231,2007-12-11,Nitrit,mg/dm3,12.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Дністер, 550 км, с. Цикинівка, Ямпільський р-н, Вінницької обл. кордон з Молдовою, лівий берег, після скиду з очисних споруд м. Сороки (Молдова)",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27222_20071213,27222,2007-12-13,Nitrit,mg/dm3,13.44,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Дністер, 936 км, м. Заліщики, в/з, прав. берег, 50 м нижче мосту через річку по дорозі Чернівці - Тернопіль",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27223_20071213,27223,2007-12-13,Nitrit,mg/dm3,12.88,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Дністер, 900 км, с. Митків, правий берег, 200 м вище станції першого підйому в/з м. Чернівці",Дністер,SRC001,2003-01-01_2007-12-31_output,,retain_unchanged,screening_only,,,,
SWM_27353_20080507,27353,2008-05-07,Zavisli,mg/dm3,482.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (467.01) and is >10x global median where median >0. Screening flag only.,,,"р. Хаджидер, 10,1 км, с. Сергіївка",Річки Причорномор'я,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27275_20080625,27275,2008-06-25,Zavisli,mg/dm3,478.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (467.01) and is >10x global median where median >0. Screening flag only.,,,"р. Тиса, 927 км, смт. В. Бичків, в/з, автомат.г/мет станц.",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27277_20080625,27277,2008-06-25,Zavisli,mg/dm3,478.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (467.01) and is >10x global median where median >0. Screening flag only.,,,"р. Тиса, 882 км, м. Тячів, питний в/з, АІВС якості***",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27314_20080820,27314,2008-08-20,Nitrat,mg/dm3,2026.4,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (106.16) and is >10x global median where median >0. Screening flag only.,,,"оз. Кагул, 0 км, ГНС Нагірне",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27320_20080820,27320,2008-08-20,Nitrat,mg/dm3,2026.4,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (106.16) and is >10x global median where median >0. Screening flag only.,,,"оз. Катлабух, 0 км, Суворовська ГНС",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27321_20080820,27321,2008-08-20,Sulfat,mg/dm3,4296.9,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (3492.32) and is >10x global median where median >0. Screening flag only.,,,"р. В.Катлабух, 2 км, а/д міст",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27321_20080820,27321,2008-08-20,Hlorid,mg/dm3,8992.4,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (6859.39) and is >10x global median where median >0. Screening flag only.,,,"р. В.Катлабух, 2 км, а/д міст",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27317_20080821,27317,2008-08-21,Sulfat,mg/dm3,4417.4,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (3492.32) and is >10x global median where median >0. Screening flag only.,,,"р. В.Ялпуг, 5,4 км, с. Табаки Болградського р-ну,  впадає в оз.Ялпуг, кордон з Молдовою",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27317_20080821,27317,2008-08-21,Hlorid,mg/dm3,10444.9,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (6859.39) and is >10x global median where median >0. Screening flag only.,,,"р. В.Ялпуг, 5,4 км, с. Табаки Болградського р-ну,  впадає в оз.Ялпуг, кордон з Молдовою",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27353_20080821,27353,2008-08-21,Sulfat,mg/dm3,4761.6,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (3492.32) and is >10x global median where median >0. Screening flag only.,,,"р. Хаджидер, 10,1 км, с. Сергіївка",Річки Причорномор'я,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27353_20080821,27353,2008-08-21,Hlorid,mg/dm3,9029.3,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (6859.39) and is >10x global median where median >0. Screening flag only.,,,"р. Хаджидер, 10,1 км, с. Сергіївка",Річки Причорномор'я,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27150_20080903,27150,2008-09-03,Sulfat,mg/dm3,3573.4,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (3492.32) and is >10x global median where median >0. Screening flag only.,,,"р. Південний Буг, 0,5 км, м. Миколаїв, Бузький лиман, тех. в/з Миколаївської ТЕЦ (ліва частина морського порту)",Південний Буг,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27150_20080903,27150,2008-09-03,Nitrit,mg/dm3,109.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Південний Буг, 0,5 км, м. Миколаїв, Бузький лиман, тех. в/з Миколаївської ТЕЦ (ліва частина морського порту)",Південний Буг,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27113_20081016,27113,2008-10-16,Amoniy,mg/dm3,29.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (27.9369) and is >10x global median where median >0. Screening flag only.,,,"р. Дніпро, 15 км, с. Дніпровське, в/з рибзаводу (рукав Кошова)",Дніпро,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27317_20081021,27317,2008-10-21,Hlorid,mg/dm3,8466.4,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (6859.39) and is >10x global median where median >0. Screening flag only.,,,"р. В.Ялпуг, 5,4 км, с. Табаки Болградського р-ну,  впадає в оз.Ялпуг, кордон з Молдовою",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27358_20081111,27358,2008-11-11,Nitrat,mg/dm3,160.6,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (106.16) and is >10x global median where median >0. Screening flag only.,,,"р. В.Куяльник, 8,2 км, с. Руська Слобідка",Річки Причорномор'я,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27360_20081111,27360,2008-11-11,Nitrat,mg/dm3,110.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (106.16) and is >10x global median where median >0. Screening flag only.,,,"р. Тілігул, 17,5 км, смт. Березівка",Річки Причорномор'я,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27133_20081121,27133,2008-11-21,Nitrit,mg/dm3,10.58,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Південний Буг, 711 км,  смт. Меджибіж, Меджибіжське вдсх.",Південний Буг,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_26994_20090226,26994,2009-02-26,BSK5,mgO2/dm3,319.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (128) and is >10x global median where median >0. Screening flag only.,,,"руч. Знаменка, 5 км, смт. Білі Березки, нижче міста, кордон з РФ",Дніпро,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_26994_20090226,26994,2009-02-26,HSK,mgO2/dm3,675.2,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (416.316) and is >10x global median where median >0. Screening flag only.,,,"руч. Знаменка, 5 км, смт. Білі Березки, нижче міста, кордон з РФ",Дніпро,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27153_20090303,27153,2009-03-03,Nitrit,mg/dm3,88.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Кодима, 103 км, м. Балта, сільгосп. в/з",Південний Буг,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27328_20090310,27328,2009-03-10,BSK5,mgO2/dm3,222.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (128) and is >10x global median where median >0. Screening flag only.,,,"р. Киргиж-Китай, 49 км, с. М. Ярославець, кордон з Молдовою",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27321_20090317,27321,2009-03-17,Sulfat,mg/dm3,3708.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (3492.32) and is >10x global median where median >0. Screening flag only.,,,"р. В.Катлабух, 2 км, а/д міст",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27328_20090514,27328,2009-05-14,BSK5,mgO2/dm3,245.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (128) and is >10x global median where median >0. Screening flag only.,,,"р. Киргиж-Китай, 49 км, с. М. Ярославець, кордон з Молдовою",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27354_20090528,27354,2009-05-28,Zavisli,mg/dm3,525.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (467.01) and is >10x global median where median >0. Screening flag only.,,,"р. Хаджидер, 68 км, с. Чистоводне, кордон з Молдовою",Річки Причорномор'я,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27328_20090618,27328,2009-06-18,Amoniy,mg/dm3,32.31,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (27.9369) and is >10x global median where median >0. Screening flag only.,,,"р. Киргиж-Китай, 49 км, с. М. Ярославець, кордон з Молдовою",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27317_20090826,27317,2009-08-26,Hlorid,mg/dm3,10341.2,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (6859.39) and is >10x global median where median >0. Screening flag only.,,,"р. В.Ялпуг, 5,4 км, с. Табаки Болградського р-ну,  впадає в оз.Ялпуг, кордон з Молдовою",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27150_20090904,27150,2009-09-04,Nitrat,mg/dm3,129.9,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (106.16) and is >10x global median where median >0. Screening flag only.,,,"р. Південний Буг, 0,5 км, м. Миколаїв, Бузький лиман, тех. в/з Миколаївської ТЕЦ (ліва частина морського порту)",Південний Буг,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27153_20090916,27153,2009-09-16,Nitrit,mg/dm3,15.8,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Кодима, 103 км, м. Балта, сільгосп. в/з",Південний Буг,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27167_20091005,27167,2009-10-05,Nitrat,mg/dm3,129.75,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (106.16) and is >10x global median where median >0. Screening flag only.,,,"р. Інгул, 2 км, м. Миколаїв, вул. Набережна, 2,  старий пішохідний міст через р. Інгул",Південний Буг,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27153_20091016,27153,2009-10-16,Nitrit,mg/dm3,15.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Кодима, 103 км, м. Балта, сільгосп. в/з",Південний Буг,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27150_20091106,27150,2009-11-06,Nitrat,mg/dm3,109.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (106.16) and is >10x global median where median >0. Screening flag only.,,,"р. Південний Буг, 0,5 км, м. Миколаїв, Бузький лиман, тех. в/з Миколаївської ТЕЦ (ліва частина морського порту)",Південний Буг,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27348_20091109,27348,2009-11-09,Hlorid,mg/dm3,7237.78,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (6859.39) and is >10x global median where median >0. Screening flag only.,,,"р. Сарата, 14,3 км, с. Білолісся",Річки Причорномор'я,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27353_20091109,27353,2009-11-09,Zavisli,mg/dm3,632.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (467.01) and is >10x global median where median >0. Screening flag only.,,,"р. Хаджидер, 10,1 км, с. Сергіївка",Річки Причорномор'я,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27355_20091109,27355,2009-11-09,Nitrit,mg/dm3,20.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Каплань, 19 км, с. Крутоярівка, кордон з Молдовою",Річки Причорномор'я,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27132_20091224,27132,2009-12-24,Nitrit,mg/dm3,12.8,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Південний Буг, 744 км, с. Копистин, нижче м.Хмельницький",Південний Буг,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27153_20100118,27153,2010-01-18,Nitrit,mg/dm3,46.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (8.10944) and is >10x global median where median >0. Screening flag only.,,,"р. Кодима, 103 км, м. Балта, сільгосп. в/з",Південний Буг,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27317_20100302,27317,2010-03-02,Nitrat,mg/dm3,112.5,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (106.16) and is >10x global median where median >0. Screening flag only.,,,"р. В.Ялпуг, 5,4 км, с. Табаки Болградського р-ну,  впадає в оз.Ялпуг, кордон з Молдовою",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_26990_20100310,26990,2010-03-10,Amoniy,mg/dm3,31.7,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (27.9369) and is >10x global median where median >0. Screening flag only.,,,"р. Бобрик, 9 км, смт. Середина-Буда, нижче очисних споруд, а/д міст",Дніпро,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27321_20100310,27321,2010-03-10,Nitrat,mg/dm3,113.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (106.16) and is >10x global median where median >0. Screening flag only.,,,"р. В.Катлабух, 2 км, а/д міст",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27318_20100406,27318,2010-04-06,Nitrat,mg/dm3,118.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (106.16) and is >10x global median where median >0. Screening flag only.,,,"р. Карасулак, 3,3 км, с. Криничне",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27358_20100409,27358,2010-04-09,SPAR,mg/dm3,0.913,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (0.90093) and is >10x global median where median >0. Screening flag only.,,,"р. В.Куяльник, 8,2 км, с. Руська Слобідка",Річки Причорномор'я,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27321_20100511,27321,2010-05-11,Sulfat,mg/dm3,5079.1,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (3492.32) and is >10x global median where median >0. Screening flag only.,,,"р. В.Катлабух, 2 км, а/д міст",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27321_20100511,27321,2010-05-11,Hlorid,mg/dm3,10170.7,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (6859.39) and is >10x global median where median >0. Screening flag only.,,,"р. В.Катлабух, 2 км, а/д міст",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27327_20100511,27327,2010-05-11,Sulfat,mg/dm3,3658.6,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (3492.32) and is >10x global median where median >0. Screening flag only.,,,"р. Киргиж-Китай, 4,2 км, автодорожний міст",Дунай,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27354_20100531,27354,2010-05-31,Zavisli,mg/dm3,657.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (467.01) and is >10x global median where median >0. Screening flag only.,,,"р. Хаджидер, 68 км, с. Чистоводне, кордон з Молдовою",Річки Причорномор'я,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27241_20100722,27241,2010-07-22,BSK5,mgO2/dm3,149.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (128) and is >10x global median where median >0. Screening flag only.,,,"р. Саджава, 9 км, м. Долина, лівий берег, 20 м нижче моста по дорозі Долина - Болехів",Дністер,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27241_20100722,27241,2010-07-22,HSK,mgO2/dm3,565.0,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (416.316) and is >10x global median where median >0. Screening flag only.,,,"р. Саджава, 9 км, м. Долина, лівий берег, 20 м нижче моста по дорозі Долина - Болехів",Дністер,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
SWM_27348_20100816,27348,2010-08-16,Sulfat,mg/dm3,3555.4,DQ004_GLOBAL_EXTREME_TAIL,review,Value exceeds global P99.9 (3492.32) and is >10x global median where median >0. Screening flag only.,,,"р. Сарата, 14,3 км, с. Білолісся",Річки Причорномор'я,SRC002,2008-01-01_2012-12-30_output,,retain_unchanged,screening_only,,,,
